"global_category","indicator_name","value","count","Renewable Energy","Energy Efficiency"," Energy: General"," Renewable Energy","Energy: General","Power System Planning","Biomass Energy","Energy Access"," Power System Planning"," Supply-Side Efficiency: Power Generation Efficiency Improvement","Renewable Energy: Hydro"," Clean Cooking and Heating: Efficient Cookstoves"," Demand-Side Efficiency: Buildings"," Energy Access"," Energy Efficiency"," Power System Planning: Distribution Lines"," Power System Planning: Transmission Lines"," Renewable Energy: Hydro"," Renewable Energy: Biofuels","CCS"," Demand-Side Efficiency"," Renewable Energy: Solar"," Demand-Side Efficiency: Appliances"," Demand-Side Efficiency: Industries"," Gas"," Gas Flaring"," Renewable Energy: Wind"," Supply-Side Efficiency: Power Generation Efficiency Improvement: Gas-Powered Combined Cycle","Clean Cooking and Heating"," Clean Cooking and Heating: Cleaner Household Fuels"," Ecosystem and Biodiversity"," Sustainable Forest Management"," Vehicle Fleet"," Demand-Side Efficiency: Cities"," Supply-Side Efficiency: Grid/Energy Loss Reduction"," Supply-Side Efficiency: Power Generation Efficiency Improvement: Fuel Switching"," Watershed and River Basin Management"," Land Degradation"," Health Services and Assessment"," Gas Pipelines"," Gas Processing"," Renewable Energy: Geothermal"," Supply-Side Efficiency: Power Generation Efficiency Improvement: Cogeneration Plants","Clean Cooking and Heating: Cleaner Household Fuels"," Renewable Energy: Solar: Utility Scale"," Gas-to-Power"," Mini-Grids"," Renewable Energy: Ocean"," Renewable Energy: Waste-to-Energy","Clean Cooking and Heating: Efficient Cookstoves"," Sustainable Transport Planning"," Water Conservation and Reuse"," Water Infrastructure"," Renewable Energy: Off-Grid"," Supply-Side Efficiency"," Renewable Energy: Solar: Off-Grid"," Demand-Side Efficiency: Tourism"," Sustainable Land Management"," Gas Field Development"," Awareness Raising and Behavior Change"," Supply-Side Efficiency: Power Generation Efficiency Improvement: Rehabilitation","Demand-Side Efficiency"," Grasslands","Demand-Side Efficiency: Appliances"," Industries: General"," Afforestation","Demand-Side Efficiency: Buildings","Demand-Side Efficiency: Cities","Demand-Side Efficiency: Industries","Energy efficiency"," Sustainable Urban Planning"," Water Management","Gas","Power System Planning: Transmission Lines"," Energy efficiency"," Supply-side efficiency: Power generation efficiency improvement"," Clean cooking and heating: Efficient cookstoves"," Demand-side efficiency"," Iron and Steel"," Supply-side efficiency: Grid/energy loss reduction"," Demand-side efficiency: Appliances","  Renewable Energy: Wind","Renewable Energy: Geothermal","Renewable Energy: Solar","Renewable Energy: Waste","Supply-Side Efficiency: Power Generation Efficiency Improvement: Fuel Switching","GlobalScore"
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Energy: General, Renewable Energy, Renewable Energy: Solar, Supply-Side Efficiency: Grid/Energy Loss Reduction",2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Power System Planning: Transmission Lines, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement, Sustainable Transport Planning, Water Conservation and Reuse, Water Infrastructure",2,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Energy Efficiency, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Off-Grid, Renewable Energy: Solar, Renewable Energy: Solar: Utility Scale, Renewable Energy: Wind",2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Industries, Energy: General, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar, Renewable Energy: Solar: Utility Scale, Renewable Energy: Waste-to-Energy, Supply-Side Efficiency, Supply-Side Efficiency: Grid/Energy Loss Reduction",2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Industries, Energy: General, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar: Off-Grid",2,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Demand-Side Efficiency: Industries, Energy Efficiency, Energy: General, Gas, Mini-Grids, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar, Supply-Side Efficiency: Grid/Energy Loss Reduction",2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,22
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency, Energy: General, Energy: General, Renewable Energy, Renewable Energy: Biofuels",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Cities, Demand-Side Efficiency: Industries, Demand-Side Efficiency: Tourism, Renewable Energy: Hydro, Ecosystem and Biodiversity, Watershed and River Basin Management, Land Degradation, Sustainable Forest Management, Sustainable Forest Management, Sustainable Land Management, Sustainable Land Management",2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Cities, Demand-Side Efficiency: Industries, Energy Efficiency, Energy: General, Mini-Grids, Power System Planning, Renewable Energy",2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Industries, Energy Access, Energy: General, Gas Field Development, Mini-Grids, Renewable Energy, Renewable Energy: Solar: Off-Grid, Renewable Energy: Solar: Utility Scale, Renewable Energy: Waste-to-Energy, Renewable Energy: Wind, Supply-Side Efficiency: Power Generation Efficiency Improvement",2,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,29
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency: Buildings, Energy Access, Energy Efficiency, Energy: General, Renewable Energy",2,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Demand-Side Efficiency: Industries, Energy: General, Gas, Renewable Energy, Renewable Energy: Hydro, Renewable Energy: Off-Grid, Renewable Energy: Solar, Renewable Energy: Solar: Utility Scale, Renewable Energy: Wind, Supply-Side Efficiency: Power Generation Efficiency Improvement",2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,21
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy Efficiency, Ecosystem and Biodiversity, Awareness Raising and Behavior Change, Health Services and Assessment, Sustainable Forest Management",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy Efficiency, Energy: General, Renewable Energy: Hydro",2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy Efficiency, Energy: General, Renewable Energy: Hydro, Renewable Energy: Hydro",2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy: General",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy: General, Gas, Renewable Energy: Geothermal, Renewable Energy: Hydro, Renewable Energy: Solar, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement: Rehabilitation",2,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,18
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy: General, Renewable Energy",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Energy: General, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Hydro",2,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Mitigation","Energy","Clean Cooking and Heating: Efficient Cookstoves, Renewable Energy: Hydro",2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Mitigation","Energy","Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Energy Efficiency, Energy Efficiency, Energy: General, Renewable Energy, Renewable Energy",2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Mitigation","Energy","Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Cities, Demand-Side Efficiency: Industries, Energy: General, Renewable Energy, Renewable Energy",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Mitigation","Energy","Demand-Side Efficiency, Demand-Side Efficiency: Appliances, Energy Efficiency, Energy: General, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Solar, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement: Rehabilitation",2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
"Mitigation","Energy","Demand-Side Efficiency, Demand-Side Efficiency: Buildings, Energy: General, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar, Renewable Energy: Wind, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement, Supply-Side Efficiency: Power Generation Efficiency Improvement: Cogeneration Plants",2,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
"Mitigation","Energy","Demand-Side Efficiency, Demand-Side Efficiency: Industries, Supply-Side Efficiency: Power Generation Efficiency Improvement: Fuel Switching, Ecosystem and Biodiversity, Health Services and Assessment, Grasslands, Land Degradation, Sustainable Forest Management, Sustainable Land Management",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14
"Mitigation","Energy","Demand-Side Efficiency, Energy Efficiency, Energy: General, Gas",2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Mitigation","Energy","Demand-Side Efficiency, Energy Efficiency, Energy: General, Renewable Energy",2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Mitigation","Energy","Demand-Side Efficiency, Energy: General, Mini-Grids, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Geothermal, Renewable Energy: Solar, Renewable Energy: Solar: Off-Grid, Renewable Energy: Wind, Supply-Side Efficiency: Grid/Energy Loss Reduction",2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,15
"Mitigation","Energy","Demand-Side Efficiency, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar, Renewable Energy: Wind",2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
"Mitigation","Energy","Demand-Side Efficiency, Renewable Energy: Solar",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Cities, Renewable Energy, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement: Fuel Switching, Supply-Side Efficiency: Power Generation Efficiency Improvement: Gas-Powered Combined Cycle, Industries: General",2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Demand-Side Efficiency: Tourism, Energy Efficiency, Renewable Energy, Supply-Side Efficiency: Grid/Energy Loss Reduction, Ecosystem and Biodiversity, Awareness Raising and Behavior Change, Health Services and Assessment, Afforestation",2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Energy Efficiency, Gas, Power System Planning, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Hydro, Renewable Energy: Solar",2,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,18
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Energy: General, Renewable Energy",2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Buildings, Energy: General, Renewable Energy: Geothermal, Renewable Energy: Solar: Off-Grid",2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,14
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Demand-Side Efficiency: Industries, Energy Access, Energy: General, Gas Flaring",2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Energy Efficiency, Energy: General, Gas, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Geothermal, Renewable Energy: Hydro, Renewable Energy: Solar, Renewable Energy: Waste-to-Energy, Renewable Energy: Wind",2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,20
"Mitigation","Energy","Demand-Side Efficiency: Appliances, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Solar",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
"Mitigation","Energy","Demand-Side Efficiency: Buildings, Energy Efficiency, Gas Field Development, Renewable Energy: Biofuels, Renewable Energy: Wind, Supply-Side Efficiency: Power Generation Efficiency Improvement, Ecosystem and Biodiversity, Awareness Raising and Behavior Change",2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Mitigation","Energy","Demand-Side Efficiency: Buildings, Energy: General, Renewable Energy, Renewable Energy: Geothermal, Renewable Energy: Solar, Renewable Energy: Wind, Supply-Side Efficiency: Power Generation Efficiency Improvement",2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13
"Mitigation","Energy","Demand-Side Efficiency: Buildings, Energy: General, Supply-Side Efficiency",2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Mitigation","Energy","Demand-Side Efficiency: Cities, Demand-Side Efficiency: Industries, Demand-Side Efficiency: Tourism, Energy Efficiency, Renewable Energy, Renewable Energy: Ocean",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Mitigation","Energy","Demand-Side Efficiency: Cities, Demand-Side Efficiency: Industries, Energy Efficiency, Energy: General, Renewable Energy, Renewable Energy: Biofuels, Renewable Energy: Hydro, Renewable Energy: Solar, Renewable Energy: Wind, Supply-Side Efficiency: Grid/Energy Loss Reduction, Supply-Side Efficiency: Power Generation Efficiency Improvement, Supply-Side Efficiency: Power Generation Efficiency Improvement: Fuel Switching",2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,22
"Mitigation","Energy","Demand-Side Efficiency: Industries, Energy Efficiency, Renewable Energy",2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
