"global_category","indicator_name","value","count"
"Sectoral Information","Downstream actions","""The Low Carbon Agriculture Plan (ABC) has already allocated over R$ 17 billion to a wide range of mitigation measures in the agricultural and animal husbandry sector, such as recovery of degraded pastures; biological nitrogen fixation; increased accumulation of organic matter, and therefore carbon, in the soil; notillage system; crop-livestock-forestry integration and agroforestry systems; and forest planting.""",1
"Sectoral Information","Downstream actions","""The NRS, therefore, targets actions to strengthen food security and develop a sustainable commercial agriculture sector to be able to respond to changing international standards.""",1
"Sectoral Information","Downstream actions","""The United States will support scaling of climate smart agricultural practices (including, for example, cover crops), reforestation, rotational grazing, and nutrient management practices.""",1
"Sectoral Information","Downstream actions","""To address methane, the United States will update standards and invest in plugging leaks from wells and mines and across the natural gas distribution infrastructure. In addition, it will offer programs and incentives to improve agricultural productivity through practices and technologies that also reduce agricultural methane and N2O emissions, such as improved manure management and improved cropland nutrient management.""",1
"Sectoral Information","Downstream actions","""To be determined: kind of trees to be planted, land on which trees to be planted, and who will be responsible for planting the trees""",1
"Sectoral Information","Downstream actions","""Undertaking investment, production and business projects on energy-saving and energy efficiency in production, manufacturing, renovation and conversion of markets for vehicles, equipment, machinery, production lines, public lighting, and energy-saving in public premises, schools, hospitals and commune health centres, households and others; Applying energy efficiency measures in transport""",1
"Sectoral Information","Downstream actions","""Use of Hydro Power Plants; Wind Power Plants; Solar Power Plants; Heat pumps for heating utilities""",1
"Sectoral Information","Downstream actions","""Use of renewable energy""",1
"Sectoral Information","Downstream actions","""Use waste heat from cement plants; Use fly ash in cement production; Use coal bed methane""",1
"Sectoral Information","Downstream actions","""Using energy efficient household appliances, and industries and commerce electrical equipment""",1
"Sectoral Information","Downstream actions","""Waste legislation was reviewed, tightening landfilling and recycling targets and increasing the circularity of the EU economy""",1
"Sectoral Information","Downstream actions","120,000 ha of forests",1
"Sectoral Information","Downstream actions","1200 MW Pumped Storage Power Plant",1
"Sectoral Information","Downstream actions","140,000 efficient houses",1
"Sectoral Information","Downstream actions","15 percent increase in energy efficiency in the power sector until 2025",1
"Sectoral Information","Downstream actions","160 MW grid electricity (large scale electricity generation) from geothermal power stations",1
"Sectoral Information","Downstream actions","200MW",1
"Sectoral Information","Downstream actions","200MW PV; 50MW CSP;  5,000 solar fuelled mini-grids",1
"Sectoral Information","Downstream actions","200MW PV; 50MW CSP;  5,000 solar fuelled mini-grids<br>200MW PV; 50MW CSP;  5,000 solar fuelled mini-grids",1
"Sectoral Information","Downstream actions","200MW<br>200MW",1
"Sectoral Information","Downstream actions","27,500 biodigesters",1
"Sectoral Information","Downstream actions","27,500 biodigesters<br>27,500 biodigesters",1
"Sectoral Information","Downstream actions","50MW biomass",1
"Sectoral Information","Downstream actions","50MW biomass<br>50MW biomass",1
"Sectoral Information","Downstream actions","6 MW from power stations using landfill gas",1
"Sectoral Information","Downstream actions","7.6 million efficient stoves for wood fuel, 6.8 million efficient stoves for charcoal",1
"Sectoral Information","Downstream actions","7.6 million efficient stoves for wood fuel, 6.8 million efficient stoves for charcoal<br>7.6 million efficient stoves for wood fuel, 6.8 million efficient stoves for charcoal",1
"Sectoral Information","Downstream actions","75,000 efficient street lighting",1
"Sectoral Information","Downstream actions","75,000 efficient street lighting<br>75,000 efficient street lighting",1
"Sectoral Information","Downstream actions","A biofuel project introducing ethanol in gasoline",1
"Sectoral Information","Downstream actions","A hydropower project with a potential output of 168 MW",1
"Sectoral Information","Downstream actions","Actions to reduce GHG emissions in cargo transportation.",1
"Sectoral Information","Downstream actions","Actions to reduce GHG emissions in passenger transport in Quito, Guayaquil and Cuenca.",1
"Sectoral Information","Downstream actions","Active capture of methane and electricity generation of the San Inga landfill (Quito). Active capture of methane and electricity generation of the Pichacay landfill (Cuenca) | Active capture of methane in sanitary landfill of Santo Domingo de los Tsáchilas. Active capture of methane in Sanato landfill. |Active capture and burning of biogas.",1
"Sectoral Information","Downstream actions","Agro-ecological production will be promoted, plantations of permanent crops under shade resistant to the impacts of climate change. | Development of forest plantations, incorporation of trees in livestock farms (silvo-livestock systems).",1
"Sectoral Information","Downstream actions","Apply high-resolution satellite images, coupled with collection of country-specific data resulting from field inventory measurements undertaken at regular intervals and estimated by modelling approaches.",1
"Sectoral Information","Downstream actions","Apply management models to reconcile livestock with conservation forest.",1
"Sectoral Information","Downstream actions","Assessing the current situation of solid waste management and develop the national strategy in this regard. - Finding out suitable solutions for random dumps, preventing random burning and updating the fleet of waste management mechanisms.; Encouraging the implementation of pilot projects related to the sorting of solid waste from the source and treatment plants, particularly in the large cities with intensive economic activities.",1
"Sectoral Information","Downstream actions","Attention will be paid to Conservation and Restoration in water recharge zones, as well as to support the implementation of the National Plan of Water Resources. | Guarantee the collection and preservation of seeds of typical trees of each type of forest in the country to achieve reproduction in nurseries, to prevent their extinction.",1
"Sectoral Information","Downstream actions","Bus Rapid Transit lines",1
"Sectoral Information","Downstream actions","Bus Rapid Transit lines<br>Bus Rapid Transit lines",1
"Sectoral Information","Downstream actions","By 2025: Three marine protected areas of Chile will have standardized metrics for the evaluation of their capacities for adaptation or mitigation to climate change.<br>By 2030: metrics for monitoring and verification of adaptation or mitigation capacities will be applied in at least five marine protected areas, while strengthening co-benefits in their management plans.",1
"Sectoral Information","Downstream actions","CCGT plants with overall efficiencies 60% for central (interconnected) power supply",1
"Sectoral Information","Downstream actions","CHP generation systems with overall efficiencies of more than 80% appropriate for decentralized power supply for rural electrification, in industrial, commercial and residential sectors",1
"Sectoral Information","Downstream actions","Climatically intelligent livestock practices (promotion of climate-intelligent livestock management, integrating the reversal of land degradation and reducing the risks of desertification in vulnerable provinces) | Implementation of sustainable livestock practices at the national level that reduce GHG emissions, contribute to climate change resilience and increase productivity.",1
"Sectoral Information","Downstream actions","Cocoa: ""Increase in the area dedicated to cocoa cultivation under agroforestry systems, as well as its renewal and rehabilitation, to increase the carbon stock.""",1
"Sectoral Information","Downstream actions","Composting with forced aeration: Composting of organic waste from markets and garden waste.",1
"Sectoral Information","Downstream actions","Construction of a 15 MW biomass conbusition site",1
"Sectoral Information","Downstream actions","Construction of a floating natural gas regasification terminal in the Cotonou port (total capacity of the power plants to be supplied: 500 MW).",1
"Sectoral Information","Downstream actions","Construction of a hydroelectricity plant at the Fulla rapids",1
"Sectoral Information","Downstream actions","Construction of a third power plant (development of the Vossa site, 60.2 MW)<br>Restructuring and extension of the SBEE networks in the municipality of Abomey-Calavi and the Atlantic Department",1
"Sectoral Information","Downstream actions","construction of Adjarala 147 MW hydropower plants<br>construction of Dogo bis 128 MW hydropower plants<br>Construction of the 60.2 MW Vossa hydroelectric power station<br>Rehabilitation of the Yeripao hydroelectric power station and its extension from 505 KW to 1 MW",1
"Sectoral Information","Downstream actions","Construction of hydroelectric dams 259.9 MW | Electrification of villages (overall objective:1000 localities) | Promotion of household access to low energy lamps (target: 1.2 million lamps | Support acquisition by SBEE of 200,000 household wiring kits | Conversion of power systems to Hydropower (four hydroelectric plants with a total installed capacity of 396.6 MW)",1
"Sectoral Information","Downstream actions","Construction of solar power plants (40 MW)<br>Conversion of power systems to Solar photovoltaic energy (54.2 MW)<br>1,000,000 lamps and solar torches in household",1
"Sectoral Information","Downstream actions","Construction of wind farms",1
"Sectoral Information","Downstream actions","Construction project of the Kandi-Banikoara high voltage line",1
"Sectoral Information","Downstream actions","Continue incorporating the use of biodigesters for the treatment of agricultural waste.",1
"Sectoral Information","Downstream actions","Continue to implement the project for the massive replacement of incandescent light bulbs for CFL",1
"Sectoral Information","Downstream actions","Continue to implement the project: the Change of the Energy Matrix of Ecuador",1
"Sectoral Information","Downstream actions","Continue to implement the project: the Trans-amazon Electric Train",1
"Sectoral Information","Downstream actions","Continue to implement the wind project: Eolic proyects in San Critobal and Villonaco",1
"Sectoral Information","Downstream actions","Continue with the implementation of the Reforestation Master Plan, directing efforts in its four objectives: Protection and recovery of water recharge zones and bodies of water. | Reduction of risks to erosion and landslide. | Increase and / or maintenance of biodiversity in protected areas and biological corridors. | Contribution to the local economy through agroforestry systems and establishment of forest plantations for commercial purposes.",1
"Sectoral Information","Downstream actions","Conversion of power systems to natural gas (dual-fuel power plants that can operate with oil or natural gas) (400 MW) | 275,000 households are provided with 35 % of gas refills",1
"Sectoral Information","Downstream actions","Conversion of sanitary landfill gases into energy (and utilization of biogas).",1
"Sectoral Information","Downstream actions","Creation of a pilot project on to implement centralized production of utilities for an integrated industrial park",1
"Sectoral Information","Downstream actions","Development of Hydroelectric Power Plants",1
"Sectoral Information","Downstream actions","Efficient electric grids distribution",1
"Sectoral Information","Downstream actions","Efficient Public Transportation: Operation of the Quito Metro (22 km) and Tramway of Cuenca (12km).",1
"Sectoral Information","Downstream actions","Electrification of the railway system from Veyangoda to Panadura,<br>Rehabilitate the Kelani Valley railway line.",1
"Sectoral Information","Downstream actions","Energy efficiency in the Hydrocarbons sector:  Spare parts of the Trans-Ecuadorian Pipeline System (SOTE). | Combined cycle in Refinery. | Connection to the National Interconnected System (SNI).",1
"Sectoral Information","Downstream actions","Energy efficiency initiative",1
"Sectoral Information","Downstream actions","Extension of the Rabat Tram<br>Extension of the Casablanca Tram",1
"Sectoral Information","Downstream actions","Freezing the importation or introduction of used cars more than 3 years, as well as following-up studies on the replacement of old vehicles currently in the transportation fleet.",1
"Sectoral Information","Downstream actions","Implementation of the Pilot Program for the Improvement of Energy Efficiency in housing",1
"Sectoral Information","Downstream actions","Improving the quality of fuel used in transportation, as well as the use of green fuel and blue gasoline. Encouraging the use of gas-powered buses and environmentally-vehicles powered operated by modern technology (gas, electricity, and hybrid).",1
"Sectoral Information","Downstream actions","Increased landfill CH4 recovery; waste incineration with energy recovery; composing of organic waste; controlled waste water treatment",1
"Sectoral Information","Downstream actions","Install MRV system",1
"Sectoral Information","Downstream actions","Installation Ectrical Route and power systems for electric vehicles",1
"Sectoral Information","Downstream actions","Installation of a small-scale wastewater treatment plant powered by solar energy in Za'atara, Palestine, and evaluation of the feasibility of upscaling this technology in Central Asia",1
"Sectoral Information","Downstream actions","Installation of four solar power plants, total capacity 45 MW",1
"Sectoral Information","Downstream actions","Installation of six net-metering photovoltaic systems on 6 main public buildings in the Tubas Municipality: Municipality Building, Public Information Centre, Cafeteria Building - Public Transportation, Dynamo-meter Building, Youth Centre Building, Storage Building.<br>Installation of a small-scale wastewater treatment plant powered by solar energy in Za'atara, Palestine, and evaluation of the feasibility of upscaling this technology in Central Asia",1
"Sectoral Information","Downstream actions","Intensive rice cultivation system",1
"Sectoral Information","Downstream actions","Introduce  the BRT system for Galle Road Corridor.",1
"Sectoral Information","Downstream actions","introduce energy saving cooking stoves for rural households.",1
"Sectoral Information","Downstream actions","Introduce Park & Ride system.|Introduce  the BRT system for Galle Road Corridor.|Rehabilitation of Kalani valley Railway line.|Electrify railway from Weyangoda to Panadura. |Purchase new rolling stock for Sri Lanka Railway. |Introduce electrified boat service using inland water canal for public transportation.|Introduce electrified boat service using inland water canal for public transportation.|Inspection and monitoring of Vehicle Emission Testing Centers.",1
"Sectoral Information","Downstream actions","Introduction of national vehicle emission standards; ""Introduction of traffic management systems to reduce congestion during peak hours""",1
"Sectoral Information","Downstream actions","invest available national resources, relying on solar energy as one of the renewable sources of energy in the industry, replacing fuel with natural gas in energy-intensive industries, such as in cement industry ,and improving the specifications of oil products resulting from refineries",1
"Sectoral Information","Downstream actions","Investing in public transport infrastructure and awareness to support a modal shift",1
"Sectoral Information","Downstream actions","Landfill gas recovery and flaring CDM projects",1
"Sectoral Information","Downstream actions","Lao-China Railway",1
"Sectoral Information","Downstream actions","Linking national efforts to reduce greenhouse gas emissions with the country's priority agendas and policies of the productive sectors to reduce the causes and agents of deforestation, as well as promoting sustainable and integrated management of natural resources, within the framework of the REDD + Action Plan of Ecuador “Forests for Good Living” 2016-2025.",1
"Sectoral Information","Downstream actions","Linking national efforts to reduce greenhouse gas emissions with the country's priority agendas and policies of the productive sectors to reduce the causes and agents of deforestation, as well as promoting sustainable and integrated management of natural resources, within the framework of the REDD + Action Plan of Ecuador “Forests for Good Living” 2016-2025. | Implementation of sustainable livestock practices at the national level that reduce deforestation. | Contribute to national efforts to reduce, monitor, report and verify deforestation and forest degradation through conservation, sustainable forest management, and the optimization of other land uses to reduce pressure on forests, contributing to this way to the reduction of associated GHG emissions.",1
"Sectoral Information","Downstream actions","Maintaining livestock population at appropriate levels according to the pasture carrying capacity; Increase mechanization in agriculture leading to a reduction in numbers of draft cattle (and therefore lower methane emissions)",1
"Sectoral Information","Downstream actions","Manage and manufacture agricultural waste and safe recycling of residues instead of burning them, and taking advantage of solid waste and liquid residues in the production of alternative energy by establishing modern plants.",1
"Sectoral Information","Downstream actions","Manatali II project (2016-2021)<br>K√©ni√© hydropower project",1
"Sectoral Information","Downstream actions","Maria Gléta of two-fuel thermal power plants (fuel oil, natural gas) for electricity generation (totaling at least 500 MW by 2030)",1
"Sectoral Information","Downstream actions","Marib Gas Turbine Power Station 400 MW",1
"Sectoral Information","Downstream actions","Municipal solid waste incineration plants",1
"Sectoral Information","Downstream actions","NAMA",1
"Sectoral Information","Downstream actions","NAMA, Integrated Solid Waste Management Program",1
"Sectoral Information","Downstream actions","National Forestry Restoration Program",1
"Sectoral Information","Downstream actions","New atmospheric decontamination plans; regulations applied to the public and private transport system; work with communities to improve household energy efficiency; and setting emission and quality standards for the main industrial pollutant issuers, among others.",1
"Sectoral Information","Downstream actions","Off-grid electrification rural HH: 110.000 rural HH (45 percent of identified market potential) to be electrified Solar Home Systems until 2025 (installed capacity around 5.5 MWp))",1
"Sectoral Information","Downstream actions","On-grid wind electricity",1
"Sectoral Information","Downstream actions","Organizing agricultural production according to the map of land use and determining appropriate agricultural rotations, according to the capacity of natural and terrestrial resources, in order to ensure their sustainability and increase the efficiency of their investment.",1
"Sectoral Information","Downstream actions","Other projects expected to contribute to low-emissions development in the agriculture sector include The Essex Valley Agriculture Development Project, and a project focused on Promoting Community Based Climate Resilience in the Fisheries Sector.",1
"Sectoral Information","Downstream actions","Planning of long-term activities to ensure forest conservation (permanence); Sustainable yield parameters guaranteeing that extractions do not exceed forest growth will be applied. <br>Favor reforestation with mixed methods, i.e. the plantation is enriched by natural regeneration through sowing, in order to strengthen genetic variability.",1
"Sectoral Information","Downstream actions","project of village electrification by renewable energy system",1
"Sectoral Information","Downstream actions","Promote the development of other uses for timber products, maintaining the carbon retained duly sequestrated.<br>Contribute to the organization and restoration of forest landscapes, promoting a mosaic distribution, which allows increasing the scenic value of territories, generating and maintaining biological corridors, improving wildfire prevention, aiding the fighting and suppression of forest fire, among other functions.<br>Strengthen sustainable management models on the use of natural resources.<br>Strengthen phytosanitary protection in native plant resources. <br>Strengthen management models in forest wildfire prevention and restoration of burned areas.",1
"Sectoral Information","Downstream actions","Promote the restoration, conservation and rational use of the wetlands and mangroves of the Pacific and Caribbean of Nicaragua, which are ecosystems rich in biodiversity, natural resources and genetic diversity, with important ecological functions for the adaptation and mitigation of climate change. | Compliance with the law on the felling of mangrove forests will be monitored and implemented, as well as promoting, facilitating and promoting the reproduction and development of mangrove seedlings.",1
"Sectoral Information","Downstream actions","Promote the use of native species, having into consideration for their selection and management the appropriate environmental conditions.<br>Considers the use of pioneer species holding a significant environmental range to improve the status of areas for a later establishment of other species more demanding in their settlement. <br>Prioritize the settlement of mixed forests (more than one species) through native or exotic species or a mix of them",1
"Sectoral Information","Downstream actions","Promote the use of renewable energy",1
"Sectoral Information","Downstream actions","Promoting energy efficiency in buildings through targeted awareness-raising programmes that seek to reduce demand in industrial, business, government and residential buildings; Phasing out of incandescent light bulbs; Phasing out resistive heaters.; ""Use of passive design and low carbon materials in building construction""",1
"Sectoral Information","Downstream actions","Provide landfills to the municipalities of Benin (77 municipalities) | Increase the rate of pre-collection and collection in municipalities (currently ranging from 2 to 30% in some municipalities. It is expected to reach 60% by 2030)",1
"Sectoral Information","Downstream actions","Put in place a 350 MW Pumped-Storage Power Plant (PSPP) at the Abdelmoumen site, 300 MW for another PPSP and 125 MW at the El Menzel hydroelectric facility",1
"Sectoral Information","Downstream actions","Put in place multiple wind farms by 2020",1
"Sectoral Information","Downstream actions","Put in place thermodynamic concentrated solar power and photovoltaic power plants in multiple areas by 2020",1
"Sectoral Information","Downstream actions","Reduction of extensive livestock practices and incorporation of forests in idle lands",1
"Sectoral Information","Downstream actions","Reduction of GHG emissions in the cement sector: Clinker replacement in cement with additions.",1
"Sectoral Information","Downstream actions","Regulate and encourage the recycling industry, and develop standards for necessary facilities and equipments.",1
"Sectoral Information","Downstream actions","rehabilitating and developing of railways, taking into account the role of railways to reduce the rates of pollution caused by other means of transportation.",1
"Sectoral Information","Downstream actions","Rehabilitation of 2 MW Mantsonyane Hyropower plant; upgrade Semonkong mini-hydro power plant; 40MW small hydropower; upgrade Muela Hydropower Station",1
"Sectoral Information","Downstream actions","rehabilitation of industrial wastewater treatment plants (such as the Phosphate and NOx SOx fertilizer) and the establishment of new ones for the generation of biogas",1
"Sectoral Information","Downstream actions","Replacement of Liquefied Petroleum Gas (LPG) cookers with induction cookers",1
"Sectoral Information","Downstream actions","Rural Energy Access Project",1
"Sectoral Information","Downstream actions","Setting standards and regulations that take into consideration the environmental factors and allow the investment of alternative and renewable energies, the preservation of agricultural lands and the creation of a modern infrastructure and services system. - Developing areas outside cities to reduce rural-urban migration by providing decent jobs and livelihood, as well as and housing that meets the requirements of green architecture. - Following up the application of the green architecture guide effectively, and encourage the use of modern environmental technologies such as the production and use of environmentally building materials and thermal insulation techniques.",1
"Sectoral Information","Downstream actions","Singapore is pushing ahead to spur the deployment of solar PV through continued investment in research, development, and demonstration (RD&D) to reduce cost, improve efficiency and enable innovative modes of deployment such as floating, offshore, and building-integrated PV.",1
"Sectoral Information","Downstream actions","Strengthen energy efficiency and change consumer behavior.",1
"Sectoral Information","Downstream actions","Strengthen the effectiveness of management in protected areas and the sustainable use of wet and dry forests through the strengthening, management and conservation of protected areas with investments in infrastructure for protection, within and in the surrounding areas.",1
"Sectoral Information","Downstream actions","Studies are being undertaken to identify measures to reduce flaring and venting during gas extraction, which in turn will reduce emissions of methane and carbon dioxide.",1
"Sectoral Information","Downstream actions","The country is also undertaking a range of pilot projects to explore biodiesel from cooking oil, the production of biogas using animal waste and increasing the use of biodigestors.",1
"Sectoral Information","Downstream actions","The Expansion of Solar Power Technology in Yemen",1
"Sectoral Information","Downstream actions","The Integrated Management of the Yallahs and Hope River Watershed Management Areas (Yallahs Hope) Project, aims to improve the conservation and management of biodiversity and the provision of ecosystem services within the region; the watersheds accounts for around 7% of the island’s farmlands. This will be done by implementing sustainable agriculture (including renewable power generation), forestry, land management and livelihood practices within targeted communities.",1
"Sectoral Information","Downstream actions","Updating and activating the technical inspection procedures in order to comply with the permitted percentages of the gas emission by the car exhausts, and rehabilitating the technical inspection lanes in the transport directorates, especially the modern and advanced equipment needed, such as exhaust gases.",1
"Sectoral Information","Downstream actions","Upscale afforestation, reforestation and forest conservation and protection of catchments",1
"Sectoral Information","Downstream actions","uses of big buses for passenger transport to a long distance",1
"Sectoral Information","Downstream actions","Waste heat recovery at cement plant",1
"Sectoral Information","Downstream actions","Welsh: ""This proposed a range of actions which seek to keep resources in use for longer and avoid waste.""<br>""The Welsh Government is also stimulating innovation through its Circular Economy Funds, awarding around £40m to businesses and publicly-funded bodies to date.""",1
"Sectoral Information","Downstream actions","Wood energy consumption reduction by promoting access to (i) 140,000 new households with improved stoves and (ii) 275,000 households with cooking equipment",1
